X,Y,xG,shotType,bodyPart,situation,playerReceivedBall,goal
0.4698445863975357,0.3608478013901342,0.13535415781481808,Open Play,Left Foot,Outside Box,Through Ball,0
0.8004914880075337,0.6799737307465706,,Open Play,Right Foot,Inside Box,Pass,1
0.25946141437963394,0.11284785920471385,0.04055309299984847,Open Play,,Outside Box,Pass,0
0.8489884159714497,0.5194954387465511,0.18923197175196343,Open Play,Right Foot,Inside Box,,0
0.7704101681360022,0.6609027616314848,0.2503788020337646,Open Play,Left Foot,Inside Box,Through Ball,1
,0.567870371498997,0.2103317697689264,,,Inside Box,,0
0.679482335698609,0.43787934312631543,,Open Play,Left Foot,Inside Box,Pass,0
0.8970060609640453,0.6793701164984762,0.24893003016237647,,Right Foot,Inside Box,Cross,0
0.4485026041770853,0.31960921278015997,,Open Play,Left Foot,,Pass,0
,0.6796273739074448,0.27879605613722236,Open Play,Right Foot,Inside Box,Cross,1
0.3895425720651061,0.19880387828333754,0.06082720150699787,Open Play,,,Through Ball,0
,0.8104185757102571,0.3091939747070503,Open Play,Left Foot,Inside Box,Pass,
0.4096777242025159,0.2105290684597876,0.06958735768019161,Set Piece,Head,Inside Box,,0
0.6586698243380805,0.6476407097280931,0.24994049583425185,Open Play,,,Pass,1
,0.8364647999035768,0.318626398151859,Open Play,Left Foot,Inside Box,Pass,1
0.643571003896985,0.40449561571219744,0.1392569235153753,Open Play,Left Foot,Inside Box,Through Ball,0
0.7770147173346129,,0.18026955368952818,Open Play,Left Foot,Inside Box,Cross,0
0.5618432294565745,0.27015835143132855,0.08979540650380247,Set Piece,Head,Inside Box,Cross,
,0.9070982692141223,,Open Play,Left Foot,Inside Box,Through Ball,1
0.6442372134009171,0.40350660599492544,0.14083535288745075,Open Play,Left Foot,Outside Box,Through Ball,0
0.7903494903590785,0.5511158697300401,0.2000075939265162,,Right Foot,Inside Box,,1
,0.5009132156949294,0.19007093018095922,Open Play,Left Foot,Inside Box,Pass,0
0.6289289492074702,0.40615475843413146,0.1344966734426682,Open Play,Right Foot,Inside Box,Pass,
0.6435510752692469,,0.12079862092606364,Open Play,,,,0
0.7575069543060645,0.42010862036747243,0.13503416984490088,Open Play,Right Foot,Inside Box,Pass,0
0.859381705450088,0.7267997069375789,,Open Play,Left Foot,Inside Box,Through Ball,1
0.5109374010554475,0.2423407126600242,0.08997076504743506,Open Play,Left Foot,,Pass,0
0.29227662041688046,,0.060184004304571465,Open Play,,Outside Box,Pass,0
0.9184704954868601,0.8077578621081904,0.3193400181438866,Open Play,Left Foot,Inside Box,Pass,
0.7078426816669263,0.689243608296395,0.23982023022556304,Open Play,,Inside Box,Pass,
0.5896580063163324,0.34965975748841505,0.09996293157771856,,,Inside Box,Pass,0
0.8077549131071713,,0.16993821584358418,Open Play,Right Foot,Inside Box,Pass,0
0.567874274520582,0.2892590487549676,0.09970952169780066,Open Play,,Inside Box,Cross,0
0.7589202541727115,0.5400560021293075,0.19004299426238908,Open Play,Left Foot,Inside Box,Cross,0
0.6435397574507226,0.406148786928494,0.13489680190182457,Set Piece,Head,,Cross,0
0.6284960677162318,0.38893880066451764,0.13457218724175782,Open Play,Right Foot,Outside Box,Through Ball,0
0.8101254790568195,0.6501012967714961,0.23909641489281513,Open Play,Left Foot,Inside Box,Through Ball,0
0.7572534481110038,0.49915884232344654,0.16988488982361313,Open Play,Left Foot,Inside Box,Pass,0
0.7100447868994673,0.6402874003790433,0.25019193110300963,Open Play,Right Foot,,Through Ball,1
0.8970949610036262,0.7083735084155949,0.24895299942824756,Open Play,Left Foot,Inside Box,Pass,1
0.6456522421765246,,,,Right Foot,Inside Box,,0
0.2495192727648668,0.12161356350357705,0.05049577746730691,Open Play,Right Foot,Outside Box,Pass,0
0.5299465547805469,,0.13446521492771663,Set Piece,Head,Inside Box,Cross,0
0.7504925546415437,0.4503235726352574,0.1706465114964694,,Right Foot,Inside Box,Cross,0
0.7073021727951175,0.4888848399638733,0.15022058163380236,Open Play,Left Foot,Inside Box,Pass,0
0.8085495153880968,0.5672647282631857,0.2401607353813215,Open Play,Right Foot,Inside Box,Pass,0
0.5507245617670744,0.3786594127311144,0.12980111903593525,Open Play,Right Foot,Outside Box,Pass,
0.2901070992481894,0.12119523309524366,,,,Outside Box,,0
0.3118702906738275,0.1397868408830859,0.05052166503367943,Open Play,Right Foot,Outside Box,Pass,0
0.8095335267481305,0.7281211590570533,0.2687368579737677,Open Play,Left Foot,Inside Box,Through Ball,1
0.5892247147344254,0.4113550974868787,0.13960859819536298,Open Play,Left Foot,Outside Box,Through Ball,0
0.33013182456545903,0.18940507045088764,0.07071121956819418,Open Play,Right Foot,Outside Box,Through Ball,
0.6428022572154842,0.3806885177515947,,,Right Foot,Outside Box,Cross,0
0.6465057465237632,0.3211888113380073,0.13492258794371334,Open Play,Left Foot,Inside Box,Cross,0
,0.2291560838622693,0.07041524287894764,,,,Cross,0
0.6005903346851001,0.28180050693282116,,,Right Foot,,Cross,
0.8774704221365799,0.7367145351321087,0.28869514238163274,Open Play,Left Foot,Inside Box,Pass,1
0.6446672869870294,0.4060947506513943,0.13583613339749942,Open Play,Left Foot,Inside Box,Pass,0
0.2593183652992186,0.13967544794756287,0.05962216991918172,Open Play,Right Foot,Outside Box,Pass,0
0.6903435881853438,0.5302586367908458,0.21013984907740313,Open Play,Right Foot,Inside Box,Pass,1
,0.4096013699195364,,Open Play,Left Foot,Inside Box,Pass,0
0.4695731314994356,0.31995440713171897,0.10038936297960331,Set Piece,Head,Inside Box,Cross,0
0.45848206830227767,0.231397888797697,0.07968430687562092,Open Play,Left Foot,Outside Box,Pass,0
,0.405944293162931,0.13537072493537713,Open Play,,Inside Box,Through Ball,0
0.8991107712339867,0.7995422663777152,0.3099232220786873,Open Play,Right Foot,Inside Box,Pass,1
0.5796584200712986,0.33102412543024223,0.10959621076020444,Set Piece,Head,Inside Box,,
0.3119710923237312,0.16125407066667374,0.060153837262615764,,Right Foot,Inside Box,Pass,0
0.4494148797009272,0.21137218692950593,0.06107417281834791,Set Piece,Head,Outside Box,Cross,0
0.7180736649902827,0.6600623178750369,0.18001059090942537,Open Play,Right Foot,Inside Box,Pass,0
,0.5008053996565036,,Set Piece,,Inside Box,Cross,0
0.281760783588219,,0.05956023602097778,Open Play,Right Foot,Outside Box,Pass,0
0.32894899252571724,0.2299852400850912,0.08063821389969382,Open Play,Left Foot,,Pass,0
0.5100487259271252,0.25072106743105116,0.07953673949870539,Set Piece,Head,Inside Box,Cross,0
0.9203737373762937,0.8463495415841784,0.3294193668957778,Open Play,Left Foot,Inside Box,Pass,1
0.5094051813370294,0.23120288333310793,0.0897886796653804,Open Play,Left Foot,Outside Box,Through Ball,0
0.5212078797340732,0.2523745417112869,0.07946472034225095,Open Play,Left Foot,Inside Box,Pass,0
0.45990960425315175,0.18059551158312803,0.060066341008198645,,,Inside Box,Cross,0
0.7898116989441594,0.481091906131669,0.16909351775586037,,Right Foot,,,0
0.8779910827809472,,0.2596609888626701,Open Play,Left Foot,Inside Box,Pass,0
0.7286634867237575,0.4078876063085141,0.13945565191879092,,,Inside Box,Cross,0
0.7785042510860158,0.5710748308383692,0.2395635755846039,Open Play,Left Foot,Inside Box,Pass,1
0.3491914858131965,0.14972141003127115,0.0495910769243601,Open Play,Left Foot,Outside Box,Pass,0
0.646232105678795,0.4104086445731089,0.13981072815024612,Open Play,Left Foot,Outside Box,,0
0.6430221008265932,0.40364646469918997,0.13468621448466908,Open Play,Right Foot,Inside Box,Through Ball,0
,0.6086516396104831,0.20963745766413722,Open Play,Right Foot,Inside Box,Pass,0
0.6460481899359606,0.4057865397938735,0.14009395761097132,Open Play,Left Foot,Inside Box,Pass,
0.5088438184909094,0.21887825795830504,0.0697857166908792,Open Play,Left Foot,Outside Box,Through Ball,0
0.6456951221490812,0.4815003801790305,0.19947816698239437,Open Play,Right Foot,,Pass,1
0.9088968875795538,0.719328806718039,0.2803058508826184,Open Play,Left Foot,Inside Box,Pass,1
0.5902896583554204,,0.09994649651605146,Open Play,Left Foot,Inside Box,Cross,0
0.2815218622437979,0.11178468373539518,0.03974648312084615,Open Play,,Outside Box,Pass,0
,0.04999999999999999,0.01999999999999999,Set Piece,Head,Outside Box,Cross,0
0.34090015163115833,,0.08016584696293302,Open Play,Right Foot,Outside Box,Through Ball,0
0.24029000997585886,0.12048961976860273,0.05055755951792905,Open Play,Right Foot,Outside Box,Through Ball,0
0.4483565952800147,0.24963576400767357,,Open Play,Left Foot,,Pass,0
0.9499999999999997,0.9079171174413063,0.34988071428124484,Open Play,Left Foot,Inside Box,Pass,1
0.37261843058866523,0.2512559339608972,0.08948941589789511,Open Play,Right Foot,Outside Box,Through Ball,0
0.7175393239588352,0.4988020766258938,0.17068377428637319,Open Play,Left Foot,Inside Box,Through Ball,0
,0.3617074805668109,0.13057737280835888,Open Play,Left Foot,Outside Box,Through Ball,1
0.630267321588806,0.34180839012897074,0.1300297828997977,Set Piece,Head,Inside Box,Cross,0
,0.4808395715145424,0.16930064200030032,Open Play,Left Foot,Inside Box,Through Ball,0
0.6445206768100493,0.40668035693655397,0.13561010218754077,,Right Foot,Inside Box,,0
0.3292179030441801,0.20918015355059041,0.09038610226350818,Open Play,Left Foot,Outside Box,Pass,0
0.5594067726464086,0.16977821119368636,0.07943307002337784,Open Play,Left Foot,,Cross,0
0.643867085582544,,0.11986576788729422,Open Play,,Inside Box,Pass,0
0.7997070690259113,0.5088675634613222,0.19939867941588907,Open Play,Left Foot,Inside Box,Pass,1
0.5596830799392112,0.32918556055106074,0.11947344046047131,,Right Foot,Inside Box,Pass,0
0.7479656800660439,0.6474425101865645,0.23948972582601064,Open Play,Right Foot,Inside Box,Pass,1
0.9083304795156064,0.8182442755613553,,Open Play,Left Foot,Inside Box,Through Ball,1
0.9073097570818482,0.719651801683187,0.2492322602098721,Open Play,Left Foot,Inside Box,Pass,0
,0.7080541332281565,0.280193886772014,Open Play,Left Foot,Inside Box,Cross,0
0.5281037462139492,0.2918510935886238,0.10026862727408685,Set Piece,Head,Inside Box,Cross,0
0.939249949439024,0.9064556636967036,0.32946005717304394,Open Play,Right Foot,Inside Box,Pass,
0.2726355807848111,0.1494842358088555,0.06105376245428146,Open Play,,Outside Box,Through Ball,0
,0.3393934561324467,0.10058911826592634,,Head,,Cross,0
0.8201060954175959,0.5394135255235715,,Open Play,Left Foot,Inside Box,Pass,0
0.450060294432418,0.25129196623957906,0.08983112377060562,,,Inside Box,Pass,0
0.6460153595846158,,,,Right Foot,Outside Box,Cross,0
0.6596168109531599,0.45920814704639074,0.13582044792780126,Open Play,Right Foot,Inside Box,Pass,0
0.9081383793195485,0.788285508382007,0.2992753071358708,Open Play,Left Foot,Inside Box,Pass,1
0.5480384051524628,0.29240265061349513,0.09976854737422142,Open Play,Left Foot,Inside Box,Cross,0
0.6287999193227904,0.4036528651771685,0.17013478522823916,Open Play,Left Foot,Outside Box,Through Ball,1
0.8902305855626348,0.767086814335953,0.2998592200185015,Open Play,Right Foot,Inside Box,Pass,1
,,0.30892916676820636,Open Play,Left Foot,Inside Box,Pass,
,,0.12020530756665475,Open Play,Right Foot,,Pass,0
0.6433166162549142,0.40704506853150857,0.13472775438816104,Open Play,Left Foot,Inside Box,Pass,0
0.7483596168963951,0.48176014811156964,,Open Play,Right Foot,Inside Box,Cross,0
0.45902303648482656,0.21170123163427657,0.06074910421271322,Open Play,Right Foot,,Cross,0
0.643710744240143,,0.11084223000546212,,Head,,,
0.5201105554196308,0.2702300807331216,0.11004626645785777,Open Play,Right Foot,Outside Box,Pass,
0.7500882505460307,0.49908152151292895,0.18029022954451035,Open Play,Right Foot,,Pass,0
0.5997847540880342,0.4291186210835065,,Open Play,Left Foot,,Through Ball,1
,0.6571240214608645,0.25015385742984575,Open Play,Right Foot,Inside Box,,1
0.5807625720578715,0.27924799288318747,,Open Play,,Inside Box,Pass,0
0.7510363316429017,0.6610714416441472,0.23953330484016194,Open Play,Left Foot,Inside Box,Through Ball,
0.2890400121024059,0.16163147619310686,0.07089912783499389,Open Play,Right Foot,Outside Box,Pass,0
0.5202832816078348,0.33218140356462816,0.12032728982332483,Set Piece,Head,Inside Box,Cross,0
,,,,,,Cross,0
0.6425329968186221,0.40421039545250814,0.13489726490134654,Open Play,Left Foot,Inside Box,Pass,0
0.8768147587025319,0.7105947346773592,0.2599839471351515,Open Play,Right Foot,Inside Box,Pass,0
0.28968300201223046,0.14233261325901064,0.049735619942195455,Open Play,Left Foot,Outside Box,Pass,0
0.6462810681100788,0.40346873323365934,0.1355885542394784,,Right Foot,Inside Box,,
0.2921981029828149,,0.06020089788784856,Open Play,Left Foot,Outside Box,Through Ball,0
0.8773990082845581,0.7798791871880609,0.29898968264936676,Open Play,Right Foot,Inside Box,Pass,1
,0.1589175116385465,0.060505646468812596,,Right Foot,Outside Box,,0
0.3121763514739697,0.18209554009145357,0.07041553531037016,Open Play,,Outside Box,Pass,0
0.43084079584786605,0.2787533700647471,0.09011047819664234,Set Piece,Head,Outside Box,Cross,0
,,,Open Play,Left Foot,Inside Box,Cross,
0.8769669711551558,0.6885596156029501,0.24953079773645725,,,Inside Box,,0
0.7202175768758331,0.5095002983117677,0.1707149013075972,Open Play,Right Foot,,Pass,0
0.9287234920631386,0.8383269944132585,0.31852510394832295,Open Play,Right Foot,Inside Box,Pass,1
,0.7898228721568228,0.2998823015377512,Open Play,Left Foot,Inside Box,Pass,1
0.3214636207096236,,,Open Play,,,,0
0.8591986799707908,0.740361997876184,0.28914298763512375,Open Play,Left Foot,Inside Box,Through Ball,
,,0.24035587190753827,Open Play,Left Foot,Inside Box,Pass,0
0.3886051577865311,0.2287921482817544,0.08959631448917625,Set Piece,Head,Inside Box,Cross,
0.3492705794344374,0.2215289716260616,0.08971542493736334,Open Play,Right Foot,Outside Box,Pass,0
0.8981192181063726,0.7504166701039516,0.2601893509686407,Open Play,Right Foot,Inside Box,Pass,1
0.7697071744131866,,0.27990128073727993,Open Play,Right Foot,Inside Box,Through Ball,1
0.5410623101769987,0.2696257079305909,0.09095386989846155,Set Piece,Right Foot,,Cross,0
0.5317068854449475,0.4037197320434465,0.1347760769222079,Set Piece,Head,Inside Box,,0
0.7787477763376526,,0.18970515927095377,Open Play,Right Foot,Inside Box,Pass,0
0.5292902191544129,0.4059052129945719,,Open Play,Right Foot,Inside Box,Pass,0
0.6434475459703102,0.35969382751411916,0.13572613354612123,Set Piece,,Inside Box,Cross,0
0.4915935086444261,0.278609870118151,0.11074973703265867,,,,Pass,0
0.4696315895131681,,0.1347553608465209,Open Play,Left Foot,Outside Box,Through Ball,
0.37964603112892914,0.2120200581402046,0.08086031850733531,,Head,Outside Box,Pass,0
0.8770424178216043,0.780415796026688,0.29898210164907435,Open Play,Left Foot,Inside Box,Pass,1
,0.18975425885040087,0.06008957877468775,Open Play,Left Foot,Outside Box,Pass,0
0.7201510616770401,0.47867662317285636,0.19955275754210322,Open Play,Left Foot,,Through Ball,0
0.6450711143507549,0.4069972058301299,0.1356539058569457,Set Piece,Head,Inside Box,Cross,0
0.6459989566450882,0.40638267329430294,0.13477226379956167,,Right Foot,,Cross,0
0.8496902738678875,,0.19963512698995703,Open Play,Left Foot,Inside Box,Pass,
,0.398639982504365,,,Right Foot,,Cross,0
0.24227323279624502,0.12948914862320243,0.0504689321460184,Open Play,Right Foot,Outside Box,Through Ball,0
0.49135629064820563,0.23231678392353883,0.08069533287992384,Open Play,Right Foot,Outside Box,Pass,0
0.8987275092659119,0.6892301498926907,0.24954882721916258,Open Play,Left Foot,Inside Box,,0
0.4009512853070637,0.20883655901128859,,Open Play,,,Pass,0
0.830191230862591,0.5182584166970688,0.18915092702978284,Open Play,Left Foot,Inside Box,Pass,0
0.7111138423454103,0.521094040657938,0.23903578941840609,Open Play,Left Foot,Inside Box,Pass,
0.3909053470732611,0.2100389488130656,0.07004381235520132,Open Play,Left Foot,Outside Box,Through Ball,0
0.9081747015988302,0.8000202118481599,0.30903016409866113,Open Play,,Inside Box,Pass,1
0.7500491104984517,0.5713375612400948,0.23918688592059076,Open Play,Right Foot,Inside Box,Pass,1
0.7698906314045615,0.5613748436225099,0.19938190483384666,Open Play,Left Foot,Inside Box,Pass,0
0.3393378106770766,,0.050864263232277204,,Head,Outside Box,,0
0.2902551550137162,0.16019078754913724,0.0596879773879561,Set Piece,Head,,Cross,0
0.11259669415474893,0.053288098704982245,0.039688934602011575,Open Play,Right Foot,Outside Box,Pass,0
0.5096515358424306,0.404514193418444,0.1347500945421304,Open Play,Head,Outside Box,Pass,0
0.3404890029063578,0.22085060164340697,0.07000143425517392,Open Play,Left Foot,Outside Box,Through Ball,0
0.7272287448239623,0.4492213620235401,0.1696311002925999,Open Play,Left Foot,Inside Box,Pass,0
0.42916268672938784,0.25031374079235835,0.09052443195622596,Open Play,Right Foot,Outside Box,Pass,0
,0.4317589342092994,0.1404052731802215,,Right Foot,Inside Box,,0
0.9467606239432376,0.8498684563140557,0.31899246428398476,Open Play,Left Foot,Inside Box,Through Ball,1
0.827647700060832,0.509875740196744,0.16966008767445173,Set Piece,Head,Inside Box,Cross,0
,0.3298036547431633,0.10004243410630995,Open Play,Left Foot,Inside Box,Pass,0
0.37050098573028356,0.16937384651112086,0.05986251745772113,Set Piece,Head,,Cross,0
0.2221379540624498,0.10154984263967154,0.04046212800722673,Open Play,Left Foot,Outside Box,Pass,0
0.5392629804555104,0.18193297554267093,0.06987659463252222,Open Play,Left Foot,Inside Box,Cross,0
0.6448322929053726,0.40426191602932804,0.10098016398565612,Open Play,Right Foot,Inside Box,Pass,0
0.8498415937218807,0.7396141964602875,0.28016270347439465,Open Play,Left Foot,Inside Box,Through Ball,1
0.4804164896157652,0.25883568892818887,0.09989661902644506,,Head,Inside Box,Cross,0
0.7400665295538419,0.5601390195197633,0.24046823390580435,Open Play,,Inside Box,Pass,1
0.8102762226068332,0.7282135365290332,0.2893403440101338,Open Play,Left Foot,Inside Box,Pass,
0.6476683061565482,0.40451731369344296,0.13962184198089997,Open Play,Right Foot,Inside Box,Pass,0
0.7406328482971212,0.5297393039554966,0.18992541008879463,Open Play,Left Foot,Inside Box,Cross,0
0.5390466837194914,,0.12963431563096953,Set Piece,Head,Inside Box,Cross,0
0.9497392673271523,0.9081738150770526,0.3496380823625652,Open Play,Right Foot,Inside Box,Through Ball,1
0.6426745498204056,0.4035828395132272,0.13508838736244214,Open Play,Left Foot,,Through Ball,0
0.6439232701065961,0.3996473767229174,0.11016771278047237,Open Play,Right Foot,,Pass,0
0.3497850755395266,0.20019843671004123,0.0695677311560602,Open Play,Right Foot,Outside Box,Through Ball,
0.7010239362415741,0.4062587597416624,0.13425108281112935,Open Play,Right Foot,Inside Box,Pass,0
0.6984622816443499,0.4702294829902509,0.14982580999574183,Open Play,Right Foot,Outside Box,Pass,
0.6435746730000592,0.4041783896201189,0.135725815605505,Open Play,Right Foot,Inside Box,Pass,0
0.8871540832023022,0.7783532974066534,0.29006406460062883,Open Play,Left Foot,Inside Box,Pass,1
0.5094425013551341,0.24028688753886504,0.07987835701350915,Open Play,Left Foot,Inside Box,Cross,
0.24046926410454755,0.11010146394843817,0.04101604476478096,Open Play,Right Foot,Outside Box,Pass,0
0.899334246735451,0.7989044396014064,0.3100593103632164,Open Play,Right Foot,Inside Box,Through Ball,1
0.8697532939813344,0.8105717027880952,0.29935723574721274,Open Play,Right Foot,,Pass,
0.8288459750006323,0.6679231919039081,0.24962404287712986,Open Play,Right Foot,Inside Box,Pass,0
0.5492638356842907,0.3916125454632636,0.11060317155881597,Open Play,Right Foot,Inside Box,Through Ball,0
,0.4033267949156752,0.13502122835602057,Open Play,Right Foot,Inside Box,Cross,0
0.5805540082647079,0.371267907114076,0.10976443387975873,,Right Foot,Inside Box,Cross,0
0.5579948127056095,0.33062917614108855,0.11941177233622935,,Head,Outside Box,Cross,0
0.4322884225028707,,0.0699512937490386,Open Play,Right Foot,Outside Box,Pass,0
0.660587932788722,0.43037864659020236,,Open Play,Left Foot,Inside Box,Pass,0
0.7482928714345516,0.5096090069789195,0.19063273035452383,Open Play,Left Foot,Inside Box,Pass,1
0.6449048253952914,0.4600072298886046,0.16991778348425451,Open Play,Right Foot,Inside Box,Pass,0
0.7003161273891934,0.42065198741103,0.13579578749756904,Open Play,Right Foot,Inside Box,Pass,0
0.8800012832875981,0.7270028450597941,0.27921503139625425,Open Play,Left Foot,Inside Box,Pass,1
0.31001138864081695,0.1991655082578552,,Open Play,Right Foot,Outside Box,Pass,0
0.24947609550930228,0.11043540753016268,0.04043624634156158,Set Piece,Head,Inside Box,Cross,0
0.6427881395641125,,,Set Piece,Right Foot,,Cross,
0.643423138980012,0.40409835207953726,0.13562163282006198,Open Play,Left Foot,Inside Box,Pass,0
0.7808825242375564,0.7179766396075382,,Open Play,Left Foot,Inside Box,Through Ball,
0.6431064937141555,0.40357821830176593,0.1353752708874035,Open Play,Left Foot,,Pass,0
0.810614567857046,0.6593178134573617,0.24012643892321017,,Right Foot,Inside Box,,1
0.3510631465071345,0.2002716439634573,0.07053228210093926,Open Play,Left Foot,Outside Box,Through Ball,0
0.8904692283535693,,0.29924051644622984,Open Play,Left Foot,Inside Box,Pass,1
,0.1518228780290236,,Open Play,Left Foot,Outside Box,Pass,
0.3301556886543317,0.21097472624676683,0.08051779633494018,Open Play,Right Foot,Outside Box,Pass,
0.6433258348571349,0.3521904335448862,0.10961112615603419,,Right Foot,Inside Box,Cross,0
0.9004017500191526,0.5482204277249862,0.2600279833978121,Open Play,Left Foot,Inside Box,Cross,
0.8076332909600432,0.5592185777278954,,Open Play,Left Foot,Inside Box,Pass,0
0.7004804762619838,,0.13469457394055764,Set Piece,Head,Inside Box,Cross,0
0.857190794439459,0.7105490981845473,0.2797686906473451,Open Play,Left Foot,Inside Box,Pass,1
0.8583042715814564,0.710256922691342,0.2496196212835094,Open Play,Left Foot,Inside Box,Through Ball,1
0.47112414780387235,0.342213793847428,0.13497919993089463,Open Play,Right Foot,,Through Ball,0
,0.3893991930589436,0.1307021651003022,Open Play,Right Foot,,Pass,0
0.8088345987732981,0.529004316147217,0.19962702270601157,Open Play,Left Foot,Inside Box,Through Ball,0
,0.1329909168269207,0.05044959759033747,Set Piece,Head,Inside Box,Cross,0
,0.5111761289303562,0.19943440468171358,Open Play,Left Foot,,Through Ball,
0.9274343651685517,0.7865281708113758,0.2792811961146944,Open Play,Left Foot,Inside Box,Pass,1
0.9485484852267942,0.9070855641095106,,Open Play,Right Foot,Inside Box,,1
0.6455488627755038,0.37918732857541343,0.11995618278282781,Set Piece,,Inside Box,,0
,0.25850498640684566,0.10086622474783855,Set Piece,,Inside Box,Cross,0
0.57802286816995,0.35170905492778304,0.10968718136935625,,,Outside Box,,0
,0.32198518460872233,0.09079182443853409,Open Play,Right Foot,Inside Box,Pass,0
0.7279998666963101,0.4784402131758859,0.17016248737502693,Set Piece,Head,Inside Box,Cross,0
,0.26107127160567456,0.10092171656099116,Open Play,Left Foot,Outside Box,Through Ball,0
0.3318112488176563,0.1914097617171797,,Open Play,Left Foot,Outside Box,Pass,0
0.4596101344157871,0.20932470956729501,0.06984048783881958,Set Piece,Head,Inside Box,Cross,0
0.8980444454257697,0.7389445784553639,0.2797570234957572,,Right Foot,Inside Box,,1
0.44868809839685353,0.20861231015282353,0.08059963840462989,Open Play,Right Foot,Outside Box,Pass,0
0.7591330806590642,0.4776470060524582,0.16938477024697454,Open Play,Left Foot,Inside Box,Pass,0
0.6409373412829512,0.4057611235554357,0.1342463065898437,Set Piece,Head,Inside Box,Cross,0
0.6431475966048394,0.4034044947066037,0.13574143535494287,Open Play,Right Foot,,,0
0.6199624096861982,0.31176955154502733,0.12025871861998574,Open Play,Left Foot,,Pass,0
,,0.16972407885971055,Set Piece,Head,Inside Box,Cross,
0.2495936181746573,0.11169847844217307,,Open Play,Right Foot,Outside Box,Pass,0
0.47005868892590885,0.2394233903041917,,Open Play,Right Foot,Outside Box,Through Ball,0
,,0.16924750804679486,Open Play,Left Foot,Inside Box,,0
0.6456713308962735,0.3285935184965415,,Open Play,Right Foot,Inside Box,Pass,0
0.6465571864296495,0.44826882739867785,0.16909646597915112,Open Play,Left Foot,Inside Box,Through Ball,0
0.906604568085216,0.7474661862100489,0.2898454549556355,Open Play,Left Foot,Inside Box,Pass,1
0.3411029923176702,0.13177830512084088,0.05113336463781465,,Right Foot,Outside Box,Pass,0
0.8601783814322544,0.7786027162445107,0.30008179666332346,Open Play,Right Foot,Inside Box,Pass,1
0.6427179148446263,0.41948000548026754,0.13572623991701538,Open Play,Right Foot,Inside Box,Pass,0
0.8091946733399518,0.6072076107345847,0.19941910445899258,Open Play,Left Foot,Inside Box,Pass,0
0.5292306315338583,0.23868238045086873,,Open Play,Left Foot,Outside Box,Through Ball,0
0.24179872803152097,0.15288640969820694,0.06025892503127554,Set Piece,Head,Outside Box,Cross,0
0.22157747407638267,0.05127771713595114,0.021092235522178482,Open Play,Right Foot,Outside Box,Pass,
0.6428978484554018,0.41095631300600527,0.134635677525262,Open Play,Right Foot,,Pass,
0.28210438074799543,0.16150082884483907,0.06073605138710414,Open Play,Right Foot,Outside Box,Through Ball,0
0.8085677785531509,0.6809468930088634,0.2595453043609709,Open Play,Right Foot,Inside Box,Through Ball,
0.4699961472279969,0.3281290230129179,,Open Play,Right Foot,Outside Box,Pass,0
0.8091067067814277,0.6097585876011387,0.18043435691223975,Open Play,Right Foot,Inside Box,Pass,0
0.6475517657853573,0.44989949441158184,0.16992464459295736,Open Play,Left Foot,Inside Box,Pass,
